batchId,itemId,title,currentSourceUrl,currentVerdict,currentRecommendedAction,targetFitBeforeResearch,searchTermsTried,candidateSourceUrl,candidateApplicationUrl,sourceQuality,targetFitAfterResearch,confidence,replacementRecommendation,evidenceText,futureLaneCandidate,reviewerNotes,shouldUserReview,priority
001,cmn2111jv001esb1197ufjp8u,Northwell Health System,https://international.northwell.edu/consulting-advisory-services,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,site:northwell.edu international observership IMG visiting,https://international.northwell.edu/center-for-global-health,,OFFICIAL_DEPARTMENT_PAGE_WITH_USCE_TEXT,MAYBE_TARGET_MANUAL_REVIEW,LOW,NEEDS_MORE_RESEARCH,"site:northwell.edu surfaced consulting/advisory (current wrong page), Lenox Hill International Health, Center for Global Health, and Feinstein visiting-scientists. No single canonical international observership landing page on Northwell. Suggest manual contact via International Services.",,Current URL is genuinely wrong (consulting page). No clean replacement on northwell.edu — needs human dig or direct contact.,true,3
001,cmo33855r000t1ny9mcguc1mn,UCLA Health International Physician Observership,https://www.uclahealth.org/international-services/consulting-education-services/medical-education-training/physicians/physician-observerships,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,site:uclahealth.org international physician observership program,https://www.uclahealth.org/international-services/medical-education-training/physicians/physician-observerships,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,KEEP_CURRENT_SOURCE,"Current URL IS the canonical UCLA International Physician Observership page. The 'consulting-education-services' slug triggered the heuristic wrong-page hint, but the page itself is the program landing. Verified: '...informal observational experience that enables participants to observe...'",,"False positive in P96-2 classifier — flag the heuristic, not the URL.",false,4
001,cmn2111mt001msb11fzpzozyu,UCLA Medical Center,https://www.uclahealth.org/international-services/medical-education-training/physicians/physician-observerships,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,site:uclahealth.org international physician observership program,https://www.uclahealth.org/international-services/medical-education-training/physicians/physician-observerships,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,KEEP_CURRENT_SOURCE,Same URL as the prior UCLA listing — canonical program page.,,Possibly a duplicate of the UCLA Health International Physician Observership row; consider DUPLICATE_OR_REPLACED.,false,4
001,cmn2114240076sb11zfiteqrx,Clinical Experience Programs (CEP) — IMG Rotations,https://clinicalexperienceprograms.com/,GENERIC_HOMEPAGE,SOURCE_DEAD_REVIEW,TARGET_USCE_MATCH,"""clinicalexperienceprograms.com"" CEP IMG rotations review legitimate",,,NO_BETTER_SOURCE_FOUND,MAYBE_TARGET_MANUAL_REVIEW,LOW,NEEDS_MORE_RESEARCH,"Could not independently verify clinicalexperienceprograms.com legitimacy via web search. Compare against AMOpportunities, IMGPrep, IMG Helping Hands which are referenced as established providers.",third_party_usce_brokers,Third-party USCE broker — needs manual due-diligence pass before keep/discard.,true,3
001,cmn2111qh001wsb111gq2cngn,UC Irvine Medical Center,https://www.ucihealth.org/,GENERIC_HOMEPAGE,SOURCE_DEAD_REVIEW,TARGET_USCE_MATCH,site:ucihealth.org international observership IMG visiting medical student,,,NO_BETTER_SOURCE_FOUND,MAYBE_TARGET_MANUAL_REVIEW,LOW,NEEDS_MORE_RESEARCH,UCI Health 'Irvine Clinical Experience' explicitly excludes international students without SSN. No dedicated UCI School of Medicine visiting student / observership landing page surfaced for IMGs.,,May not actually offer USCE relevant to IMGs; consider DISCARD if confirmed.,true,3
001,cmn21146x007ksb11nksfya8i,Albert Einstein College of Medicine — Research Fellowship,https://einsteinmed.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://einsteinmed.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Albert Einstein Research Fellowship: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn21145j007gsb11ba86v05m,Baylor College of Medicine — Postdoctoral Research,https://www.bcm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://www.bcm.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Baylor Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113vx006wsb11k7c4vies,Emory University — Postdoctoral Research,https://www.ecfmg.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://www.ecfmg.org/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Emory Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113qn006isb11ed3rrmyv,Harvard Medical School — Research Fellowship,https://postdoc.hms.harvard.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://postdoc.hms.harvard.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Harvard Research Fellowship: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113pw006gsb115grg3340,Mayo Clinic — Research Fellowship,https://college.mayo.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://college.mayo.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Mayo Research Fellowship: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113sx006osb11loir1mwy,Mount Sinai — Postdoctoral Research,https://icahn.mssm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://icahn.mssm.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Mount Sinai Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn211468007isb11z63xyocy,Northwestern Feinberg — Postdoctoral Research,https://www.feinberg.northwestern.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://www.feinberg.northwestern.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Northwestern Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113s6006msb118hgahh1o,Stanford Medicine — Postdoctoral Research,https://postdocs.stanford.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://postdocs.stanford.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Stanford Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn21143g007asb11c77awbh2,UCSF — Postdoctoral Research,https://postdocs.ucsf.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://postdocs.ucsf.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"UCSF Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113z5006ysb11a69rap0h,University of Michigan — Research Fellowship,https://medicine.umich.edu/medschool/research/postdoctoral,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://medicine.umich.edu/medschool/research/postdoctoral,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Michigan Research Fellowship: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn2113to006qsb11m64ge9a7,University of Pittsburgh — Postdoctoral Research,https://www.postdoc.pitt.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://www.postdoc.pitt.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Pittsburgh Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn21144u007esb11pfjw2mj2,Yale School of Medicine — Postdoctoral Research,https://postdocs.yale.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,(doctrine reclassified — research path is real for IMGs but low-priority),https://postdocs.yale.edu/,,OFFICIAL_GENERIC_PAGE,MAYBE_TARGET_MANUAL_REVIEW,LOW,KEEP_WITH_CAVEAT,"Yale Postdoctoral Research: postdoctoral research positions for MD/MBBS graduates. IMGs typically work on clinical research, outcomes research, or health services research. J1 visa sponsorship usually available through the institution. Most positions found through cold-emailing faculty PIs — not centrally posted. Keep on the wedge as a low-priority secondary path, flagged with this caveat.",research_track_secondary,Low confidence: no central program listing exists; applicants must cold-email faculty PIs directly. Surface caveat on the listing rather than discarding.,true,3
001,cmn21153a009ssb11aleu4i2b,Abington Hospital — Jefferson Health,https://www.jeffersonhealth.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:jeffersonhealth.org observership IMG international visiting student,https://www.jeffersonhealth.org/about-us/academic-programs/medical-student-programs/clerkships-observerships-einstein,https://www.jeffersonhealth.org/content/dam/health2021/images/academic-programs/einstein-academic/documents/exhibit-a-visiting-observer-application-form.pdf,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,REPLACE_BOTH,"Jefferson Einstein Philadelphia hosts 900+ rotations/yr and offers clinical observerships to LCME/AOA/ADA/CPME graduates. Application form PDF surfaces requirements: CV, USMLE/COMLEX, ECFMG.",,Strong replacement. Application is a PDF — keep both source and application URL.,false,1
001,cmn21156y009wsb11c201596e,Advocate Christ Medical Center,https://www.advocatehealth.com/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:advocatehealth.com observership IMG visiting medical student elective,https://www.advocatehealth.com/education/medical-education/medical-students/forms-requirements,,OFFICIAL_POLICY_PAGE,MAYBE_TARGET_MANUAL_REVIEW,HIGH,DISCARD_FROM_CURRENT_WEDGE,"Advocate Health Care official policy: 'does not provide opportunities for visitors as medical observers in its hospitals, clinics or physician offices'. Some elective rotations available for non-affiliated school students at certain sites.",elective_only_no_observership,Listing as 'observership' is misleading — no observerships are offered. Either reframe as 'electives only' or discard.,false,2
001,cmn21121g002ksb11m3qkwjbv,Advocate Christ Medical Center,https://www.advocatehealth.com/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,(duplicate row),https://www.advocatehealth.com/education/medical-education/medical-students/forms-requirements,,OFFICIAL_POLICY_PAGE,DUPLICATE_OR_REPLACED,HIGH,DISCARD_FROM_CURRENT_WEDGE,Duplicate of the other Advocate Christ Medical Center listing. Same policy: no observerships.,elective_only_no_observership,Apparent duplicate. Either dedupe or treat the same as the sibling.,false,2
001,cmn2115m900awsb11prycio5n,Banner University Medical Center — Tucson,https://www.bannerhealth.com/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:bannerhealth.com observership IMG visiting medical student elective,https://www.bannerhealth.com/health-professionals/residency-fellowships/medical-student-programs,,OFFICIAL_DEPARTMENT_PAGE_WITH_USCE_TEXT,MAYBE_TARGET_MANUAL_REVIEW,MEDIUM,REPLACE_SOURCE_URL,Banner Health Medical Student Programs page covers MS rotations across the system. Specific Tucson program is at the U of A College of Medicine — see sibling row for medicine.arizona.edu.,,Banner Health has system-level pages but Tucson teaching is via UA. Cross-reference with the UA row.,true,1
001,cmn2113bb005isb111uzkdkk6,Banner University Medical Center / University of Arizona,https://medicine.arizona.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:medicine.arizona.edu visiting medical student observership IMG elective,https://medicine.arizona.edu/education/degree-programs/md-program/visiting-medical-students,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,REPLACE_SOURCE_URL,"U of A Tucson Visiting Medical Students page. Eligibility: 4th-year LCME/COCA program, BLS/ACLS, $125 fee. International students restricted unless sponsored by faculty.",,Add caveat that international students need faculty sponsorship.,false,1
001,cmn2115dj00aesb115q0wh0yc,Baptist Health South Florida,https://baptisthealth.net/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:baptisthealth.net observership IMG international visiting,https://baptisthealth.net/international-services/international-healthcare-professionals/international-observerships,https://baptisthealth.net/academics/student-and-visitor-programs/job-shadowing-and-externships/observer-program/observer-program-application,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,REPLACE_BOTH,Baptist Health South Florida — explicit International Observerships page + Visiting Physician + general Observer Program. International prioritization for Latin America / Caribbean applicants.,,Cleanest match in batch — both source and application URLs are official.,false,1
001,cmn2112y0004osb11wjh4xkrv,Barnes-Jewish Hospital (WashU),https://gme.wustl.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:wustl.edu visiting medical student observership IMG elective,https://md.wustl.edu/curriculum/visiting-students/,https://md.wustl.edu/curriculum/visiting-students/how-to-apply/,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,REPLACE_BOTH,"WashU MD program canonical Visiting Students page + How-to-Apply. VSLO-only application path. Note: no observerships, only MD electives. International eligible via VSLO.",,WashU does not offer observerships — title field on USCEHub may need adjusting if it implies observership.,false,1
001,cmn2112d0003asb11odo3emfn,Baylor College of Medicine,https://www.bcm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:bcm.edu observership international medical graduate visiting student elective,https://www.bcm.edu/education/school-of-medicine/m-d-program/curriculum/elective-program/visiting-medical-student,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,REPLACE_SOURCE_URL,"Baylor College of Medicine canonical Visiting Medical Student page. VSLO-only path. International applicants accepted Jan-June each cycle, F-1 visa required, TOEFL 100+. Baylor does NOT offer observership/shadowing.",,Strong canonical replacement. Title may need 'observership → visiting student elective' edit.,false,1
001,cmn21159u00a4sb11kzzrh8a0,Beaumont Hospital — Royal Oak,https://www.beaumont.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:beaumont.org observership IMG visiting medical student,https://www.beaumont.org/docs/librariesprovider2/medical-students---dearborn/student-observ-application.pdf,https://www.beaumont.org/docs/librariesprovider2/medical-students---dearborn/graduate-observ-application.pdf,OFFICIAL_APPLICATION_PAGE,TARGET_USCE_MATCH,MEDIUM,NEEDS_MORE_RESEARCH,Only PDFs surfaced for student-observership at Beaumont/Corewell Dearborn. No clean HTML landing page found post-rebrand to Corewell. Consider linking the Royal Oak hospital page + the application PDF.,,Check corewellhealth.org for a unified post-rebrand landing.,true,3
001,cmn2111te0024sb11mt47ybof,Beth Israel Deaconess Medical Center,https://www.ecfmg.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Beth Israel Deaconess Medical Center BIDMC observership IMG visiting student,https://www.bidmc.org/medical-education/medical-education-by-department,,OFFICIAL_DEPARTMENT_PAGE_WITH_USCE_TEXT,TARGET_USCE_MATCH,HIGH,REPLACE_SOURCE_URL,"BIDMC Medical Education by Department index. Specialty observerships at BIDMC: Radiology (multiple sub-specialties), Anesthesiology, Interventional Pulmonology, Emergency Medicine (VSLO). Current source on USCEHub points to ECFMG.org which is a clearinghouse, not BIDMC.",,Definite improvement over ECFMG.org placeholder.,false,1
001,cmn2111u40026sb11bnhgpkdb,Boston Medical Center,https://www.bmc.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,site:bmc.org observership IMG visiting medical student elective,https://www.bmc.org/medical-professionals/education-training/graduate-medical-education/physician-recruitment/medical-students,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,MEDIUM,REPLACE_SOURCE_URL,"Boston Medical Center Subsidized Visiting Elective Program (SVEP, up to $2,500 reimbursement). VSLO-driven. CAVEAT: international rotations currently CLOSED — flag the listing accordingly.",,Add caveat: international rotations temporarily closed.,true,1
001,cmn2111j4001csb113odjp4jt,Brookdale University Hospital,https://www.ecfmg.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Brookdale Hospital observership IMG international visiting medical graduate,,,NO_BETTER_SOURCE_FOUND,MAYBE_TARGET_MANUAL_REVIEW,LOW,NEEDS_MORE_RESEARCH,Brookdale (Brooklyn) — current URL is ECFMG.org (clearinghouse). General web search returned no Brookdale-specific observership landing page. Recommend manual outreach.,,Possibly hosted under One Brooklyn Health system — try onebrooklynhealth.org.,true,3
001,cmn2115ok00b2sb11uo7vd4v7,Brooklyn USCE — Clinical Rotations,https://brooklynusce.com/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,"""Brooklyn USCE"" clinical rotations program IMG observership",https://brooklynusce.com/,,EXACT_OFFICIAL_PROGRAM_PAGE,TARGET_USCE_MATCH,HIGH,KEEP_CURRENT_SOURCE,"Brooklyn USCE is a legitimate IMG-focused USCE provider founded 2017 by Dr. Ratesh Khillan (board-certified hem-onc, KingsBrook Jewish). Offers electives, externships, observerships, telemedicine rotations across NY/NJ/MI/UT/TX/CA/KY. The homepage IS the canonical landing page for a third-party USCE broker — exactly the audience USCEHub serves.",,Heuristic flagged 'generic homepage' but a third-party USCE broker's homepage is appropriate.,false,4
